sentence,sentiment,dictionary_classification
"tietoenator . pct . , extend recent low last week ' second - quarter report , dealer say .",negative,-1
maritime administration say ship ignore warning icy condition .,negative,-1
synergy pharma soars % today positive phase result $ sgyp,positive,positive
operate profit rise eur . mn eur . mn corresponding period .,positive,positive
"make matter difficult , company say grapple high oil gas price , push cost energy , raw material transportation .",negative,-1
"$ vrtx vertex . monthly -lower hi / low lo , long term uptrend intract far",positive,positive
financial detail disclose .,neutral,neutral
"include software development internet mobile telephone content , communication , value - add software , financial service , security application , system integration electronic , '' ebrd inform .",neutral,neutral
"yit lodge counter claim neste oil total eurm , primarily base work carry contract additional cost incur due prolongation project .",neutral,-1
follow berkshire hathaway apple stock ?,neutral,neutral
total amount subscription price record fund invest non - restricted equity .,neutral,neutral
"$ tsla th wave hour chart , hammer candle develop , close sma , might good spot call",positive,positive
"strong growth see new market russia , czech republic , slovakia .",positive,positive
tower ' engineer create degree westward lean - four time inclination lean tower pisa - use diagrid structure align geometrically use tekla structures bim ( build information modeling ) software .,neutral,neutral
"amer , buy salomon adidas october , say job cut aim boost competitiveness .",neutral,neutral
"acando ab ( acanb ss ) fall . percent . kronor , low close since dec. .",negative,-1
"measure , suominen corporation aim ensure competitiveness flexible packaging business long term .",positive,positive
"@ifhedieshedie : @bullhorn : $ znga short get nervous "" """,positive,positive
financial statement release available publishing company ' internet page .,neutral,neutral
"world glass come egypt invite visitor around world attend glass world exhibition , register",neutral,neutral
"comparable operating profit total eur . mn , eur . mn corresponding period , represent . % net sale .",negative,-1
"raw material come europe us pay euro us dollar , sale take place ruble .",neutral,neutral
"( adpnews ) - may , - finnish cutlery hand tool maker fiskars oyj abp ( hel : fisas ) say today net profit decline eur . million ( usd ) first quarter eur million correspond",neutral,-1
"maximum , new share subscribe exercise b option stock option plan .",neutral,neutral
inspect company strategic strength weakness .,neutral,neutral
plan closing date provide .,neutral,neutral
"lemminkainen group , headquarter helsinki , finland operate sector construction industry : civil engineering , building contracting , technical building service building material industry .",neutral,neutral
implementation deal subject approval finnish competition authority .,neutral,neutral
"microsoft also churn courtship , agree use navteq mapping service , offer company nokia buy $ . billion year ago .",positive,positive
geosolutions team provide intriguing new technology combine gps mobile - base technology together internet - base social networking .,neutral,neutral
"c expo signature show dongguan , support dongguan municipal government every year , feature computer accessory , software , communication network product .",neutral,neutral
pharmaceuticals - poland brand - new market analysis give clear overview actual situation future outlook pharmaceutical market poland .,neutral,neutral
"trading new share , right dividend distribution fund , start exchange helsinki tomorrow .",neutral,neutral
dual - fuel engine vessel operate liquefy natural gas lng low emission .,neutral,neutral
"- among finnish share trade us , stora enso close . pct low . eur , upm - kymmene . pct . eur , metso . pct . eur .",neutral,neutral
"addition presentation hold president & ceo kai telanne cfo tuomas itkonen , participant opportunity discuss member company ' management .",neutral,neutral
"change holding accordance chapter , section finnish securities markets act describe .",neutral,neutral
"capman partner , able develop business continue focus provide quality restaurant service customer , '' say christopher wynne , ceo papa john ' russia .",positive,positive
crane would instal onboard two freighter order singaporean ship owner masterbulk .,neutral,neutral
business divest generate consolidated net sale eur million annually currently employee .,neutral,neutral
"adpnews - feb , - finnish real estate investor sponda oyj hel : sdav say today slip net loss eur . million usd . profit eur . million .",neutral,-1
"company , eur . bn asset , count among five large shareholder finnish insurer ilmarinen . % varma . % , well finnish state pension fund ver . % .",neutral,neutral
"addition , employee lay notice whole workforce lay short period need .",neutral,-1
@chessnwine : $ iwm -minute chart . small cap threaten descend triangle breakdown $ ..,negative,negative
corporate update - ( c ) - communications ltd finnish technology group teleste corporation ( omx helsinki : tltv ) report wednesday ( february ) operating profit eur . net sale eur . year .,neutral,neutral
"stockholm - base nordea bank ( sto : nda ) say yesterday hire casper von koskull lead corporate merchant banking capital market unit , effective september .",neutral,neutral
total need staff cut correspond man - year .,negative,-1
finnish fiber plastic product maker suominen corporation say net loss narrow . mln euro $ . mln first nine month . mln euro $ . mln period .,positive,positive
companiesfresnillo share jump % silver price break $,positive,positive
bluewin security available monthly subscription .,neutral,neutral
"operate profit eur . mn , eur . mn .",positive,-1
finnish raisio ( diagnostics ) launch new dna - base quick test ensure safety food .,positive,positive
non - recurring cost cause talentum ' premedia business area restructure amount . mln euro $ . mln include company ' financial result second quarter .,neutral,neutral
